s1, 1
s2, 2
s3, 3
s4, 4
s5, 5
s6, 6
s7, 7
s8, 8
m1, 10
s9, 17
s10, 18
m2, 19
m3, 22
m4, 24
s11, 27
s12, 28
s13, 30
m5, 31
s14, 36
m6, 37
s15, 58
t1, 59
s16, 70
t2, 71
s17, 91
m7, 92
s18, 102
t3, 103
s19, 114
m8, 115
s20, 133
m9, 134
s21, 137
m10, 138
s22, 141
s23, 142
s24, 144
s25, 145
s26, 147
m11, 148
s27, 152
m12, 153
s28, 160
s29, 161
s30, 163
s31, 164
s32, 166
m13, 167
s33, 174
s34, 175
s35, 176
s36, 177
s37, 179
m14, 180
m15, 192
s38, 197
s39, 198
s40, 199
s2, 200
s3, 201
s4, 202
s41, 203
s41, 204
s41, 205
s41, 206
s42, 208
m16, 209
s43, 213
m17, 214
s11, 221
s12, 222
s44, 224
s45, 225
s46, 227
s47, 228
s48, 230
m18, 231
s49, 234
t4, 235
s10, 247
s50, 248
s50, 249
s50, 250
s50, 251
s11, 252
s12, 253
s51, 255
t5, 256
s52, 264
m19, 265
s53, 269
s54, 270
s55, 271
m20, 272
s55, 274
m20, 275
s56, 277
m21, 278
s57, 287
m22, 288
s58, 341
s59, 342
s59, 343
s59, 344
s93, 345
m23, 346
s14, 387
m24, 388
s60, 466
t6, 467
s61, 483
m25, 484
s62, 611
m26, 612
s63, 615
s64, 616
s63, 618
s64, 619
s65, 621
m27, 622
s66, 626
s67, 627
s68, 629
s69, 630
s70, 632
s71, 633
s72, 635
m28, 636
s73, 639
s74, 640
s75, 642
s76, 643
s75, 645
s76, 646
s28, 648
s29, 649
s62, 651
m26, 652
s62, 655
m26, 656
s77, 658
m29, 659
s11, 663
s12, 664
s78, 666
m30, 667
s79, 671
m31, 672
s80, 675
m32, 676
s81, 680
m33, 681
s82, 685
m34, 686
s83, 690
m35, 691
s83, 695
m35, 696
s85, 700
m37, 701
s86, 704
m38, 705
s87, 708
m39, 709
s88, 712
m40, 713
s89, 717
m41, 718
s89, 721
m41, 722
s89, 725
m41, 726
s90, 729
m42, 730
s61, 734
m43, 735
s77, 864
m29, 865
s11, 869
s12, 870
s77, 872
m29, 873
s77, 877
m29, 878
s91, 882
s92, 883
s91, 885
s92, 886
s91, 888
s92, 889
s13, 891
t7, 892
s1, 897
s1, 898
s3, 899
s5, 900
s8, 901
m1, 903
s9, 910
s10, 911
m2, 912
m3, 915
m4, 917
s13, 921
m5, 922
s14, 927
m6, 928
s15, 949
t1, 950
s16, 961
t2, 962
s17, 982
m7, 983
s18, 993
t3, 994
s18, 1005
t3, 1006
s18, 1017
t3, 1018
s18, 1027
t3, 1028
s19, 1037
m8, 1038
s20, 1056
m9, 1057
s21, 1060
m10, 1061
s22, 1064
s23, 1065
s24, 1067
s25, 1068
s26, 1070
m11, 1071
s27, 1075
m12, 1076
s28, 1083
s29, 1084
s30, 1086
s31, 1087
s32, 1089
m13, 1090
s33, 1097
s34, 1098
s35, 1099
s36, 1100
s37, 1102
m14, 1103
m15, 1115
s38, 1120
s39, 1121
s40, 1123
s2, 1124
s3, 1125
s4, 1126
s41, 1127
s41, 1128
s41, 1129
s41, 1130
s42, 1133
m16, 1134
s43, 1138
m17, 1139
s11, 1146
s12, 1147
s44, 1149
s45, 1150
s46, 1152
s47, 1153
s48, 1155
m18, 1156
s49, 1159
t4, 1160
s10, 1172
s50, 1173
s50, 1174
s50, 1175
s50, 1176
s11, 1177
s12, 1178
s51, 1180
t5, 1181
s52, 1189
m19, 1190
s53, 1194
s54, 1195
s55, 1196
m20, 1197
s55, 1199
m20, 1200
s56, 1202
m21, 1203
s57, 1213
m22, 1214
s58, 1267
s59, 1268
s59, 1269
s59, 1270
s93, 1271
s14, 1274
m24, 1275
s60, 1353
t6, 1354
s61, 1370
m25, 1371
s62, 1498
m26, 1499
s63, 1502
s64, 1503
s63, 1505
s64, 1506
s65, 1508
m27, 1509
s66, 1513
s67, 1514
s68, 1516
s69, 1517
s70, 1519
s71, 1520
s72, 1522
m28, 1523
s73, 1526
s74, 1527
s75, 1529
s76, 1530
s28, 1532
s29, 1533
s62, 1535
m26, 1536
s62, 1539
m26, 1540
s77, 1543
m29, 1544
s11, 1548
s12, 1549
s78, 1551
m30, 1552
s79, 1556
m31, 1557
s80, 1560
m32, 1561
s81, 1565
m33, 1566
s82, 1570
m34, 1571
s83, 1575
m35, 1576
s83, 1580
m35, 1581
s85, 1585
m37, 1586
s86, 1589
m38, 1590
s87, 1593
m39, 1594
s88, 1597
m40, 1598
s89, 1602
m41, 1603
s89, 1606
m41, 1607
s89, 1610
m41, 1611
s90, 1614
m42, 1615
s61, 1619
m43, 1620
s77, 1749
m29, 1750
s11, 1754
s12, 1755
s77, 1757
m29, 1758
s77, 1762
m29, 1763
s91, 1767
s92, 1768
s91, 1770
s92, 1771
s91, 1773
s92, 1774
s13, 1776
t7, 1777
